MORA60;Edad;Ingreso_Mensual;Max_Calif;Nivel_Educativo;Situacion_Casa
1;28;855.97;0;SUPERIOR;FAMILIAR
1;28;3000;1;TECNICO;FAMILIAR
1;28;1911.81;1;TECNICO;FAMILIAR
1;28;3000;0;PROFESIONAL;FAMILIAR
1;28;5070;0;PROFESIONAL;PROPIA
1;28;595.99;2;TECNICO;FAMILIAR
1;28;1200;0;TECNICO;PROPIA
1;28;1400;0;TECNICO;PROPIA
1;28;30000;0;TECNICO;FAMILIAR
1;28;6600;1;TECNICO;FAMILIAR
1;28;790;0;PROFESIONAL;FAMILIAR
1;28;1600;1;PROFESIONAL;FAMILIAR
1;28;2500;0;PROFESIONAL;FAMILIAR
1;28;2700;4;PROFESIONAL;FAMILIAR
1;28;1200;1;PROFESIONAL;FAMILIAR
1;28;1283.17;1;TECNICO;PROPIA
1;28;3451;1;PROFESIONAL;FAMILIAR
1;28;643.56;0;PROFESIONAL;PROPIA
1;28;1200;1;TECNICO;FAMILIAR
1;28;2000;0;TECNICO;FAMILIAR
1;28;842;0;PROFESIONAL;FAMILIAR
1;28;1890;4;PROFESIONAL;FAMILIAR
1;28;4431;2;PROFESIONAL;PROPIA
1;28;3000;1;PROFESIONAL;FAMILIAR
1;28;1300;2;PROFESIONAL;FAMILIAR
1;28;2870;0;PROFESIONAL;PROPIA
1;28;1230;0;PROFESIONAL;FAMILIAR
1;28;1500;1;PROFESIONAL;FAMILIAR
1;28;2200;0;PROFESIONAL;FAMILIAR
1;28;3000;0;PROFESIONAL;FAMILIAR
1;28;1057.03;0;PROFESIONAL;FAMILIAR
1;28;3500;1;TECNICO;FAMILIAR
1;28;4054.39;3;PROFESIONAL;FAMILIAR
1;28;2100;2;PROFESIONAL;FAMILIAR
1;28;1800;0;TECNICO;FAMILIAR
1;28;1600;0;PROFESIONAL;FAMILIAR
1;28;10000;0;PROFESIONAL;FAMILIAR
0;29;1500;1;TECNICO;FAMILIAR
0;29;905.76;0;TECNICO;FAMILIAR
0;29;2600;0;SUPERIOR;FAMILIAR
0;29;2100;0;PROFESIONAL;FAMILIAR
0;29;1500;0;PROFESIONAL;FAMILIAR
0;29;4200;0;PROFESIONAL;FAMILIAR
0;29;694.41;1;TECNICO;FAMILIAR
0;29;3200;1;PROFESIONAL;FAMILIAR
0;29;6814;0;PROFESIONAL;PROPIA
0;29;2800;1;SUPERIOR;FAMILIAR
0;29;1800;2;PROFESIONAL;FAMILIAR
0;29;1604.5;0;TECNICO;FAMILIAR
0;29;6989.4;1;PROFESIONAL;FAMILIAR
0;29;1550;0;TECNICO;FAMILIAR
0;29;2111;1;SUPERIOR;FAMILIAR
0;29;3000;0;PROFESIONAL;FAMILIAR
0;29;3500;1;TECNICO;FAMILIAR
0;29;800;0;TECNICO;FAMILIAR
0;29;6710;0;SIN EDUCACION;FAMILIAR
0;29;2100;0;PROFESIONAL;FAMILIAR
0;29;2856;0;TECNICO;FAMILIAR
0;29;1600;0;TECNICO;FAMILIAR
0;29;2100;0;PROFESIONAL;FAMILIAR
0;29;2500;4;PROFESIONAL;FAMILIAR
0;29;3500;1;PROFESIONAL;PROPIA
0;29;2400;1;PROFESIONAL;FAMILIAR
0;29;1179.94;0;TECNICO;FAMILIAR
0;29;4568;2;PROFESIONAL;PROPIA
0;29;851.38;0;TECNICO;FAMILIAR
0;29;2708.44;0;PROFESIONAL;FAMILIAR
0;29;2500;1;PROFESIONAL;FAMILIAR
0;29;2334.21;0;PROFESIONAL;FAMILIAR
0;29;4950;0;PROFESIONAL;FAMILIAR
0;29;1579.58;0;PROFESIONAL;FAMILIAR
0;29;3370.62;1;PROFESIONAL;FAMILIAR
0;29;6200;0;PROFESIONAL;FAMILIAR
0;29;1300.06;1;PROFESIONAL;PROPIA
0;29;4000;1;PROFESIONAL;PROPIA
0;29;5300;2;PROFESIONAL;PROPIA
0;29;5137.28;0;PROFESIONAL;FAMILIAR
0;29;2309.72;0;PROFESIONAL;FAMILIAR
0;29;2000;0;PROFESIONAL;FAMILIAR
0;29;4000;0;PROFESIONAL;FAMILIAR
0;29;2500;1;PROFESIONAL;FAMILIAR
0;29;2500;0;PROFESIONAL;FAMILIAR
0;29;4100;1;PROFESIONAL;FAMILIAR
0;29;914.3;0;PROFESIONAL;PROPIA
0;29;2106;0;PROFESIONAL;FAMILIAR
0;29;2100;0;PROFESIONAL;FAMILIAR
0;29;12050;0;PROFESIONAL;FAMILIAR
0;29;4595.7;0;PROFESIONAL;OTRAS
0;29;5500;0;PROFESIONAL;FAMILIAR
0;29;6501.68;0;PROFESIONAL;FAMILIAR
0;29;2100;0;PROFESIONAL;FAMILIAR
0;29;5500;0;PROFESIONAL;FAMILIAR
0;29;8500;0;PROFESIONAL;FAMILIAR
0;29;5250;0;PROFESIONAL;FAMILIAR
1;29;1450;1;TECNICO;FAMILIAR
1;29;9836;0;TECNICO;FAMILIAR
1;29;1200;0;PROFESIONAL;FAMILIAR
1;29;1400;1;TECNICO;FAMILIAR
1;29;2660;1;PROFESIONAL;FAMILIAR
1;29;2000;2;TECNICO;FAMILIAR
1;29;2400;0;TECNICO;FAMILIAR
1;29;6245;1;TECNICO;FAMILIAR
1;29;2100;2;TECNICO;FAMILIAR
1;29;655.57;1;TECNICO;FAMILIAR
1;29;5268.06;1;PROFESIONAL;FAMILIAR
1;29;932.09;2;TECNICO;FAMILIAR
1;29;2100;0;TECNICO;FAMILIAR
1;29;2400;0;PROFESIONAL;FAMILIAR
1;29;6106;0;PROFESIONAL;FAMILIAR
1;29;800;0;SUPERIOR;FAMILIAR
1;29;790.7;0;TECNICO;FAMILIAR
1;29;8500;2;PROFESIONAL;FAMILIAR
1;29;5000;0;PROFESIONAL;PROPIA
1;29;4000;0;PROFESIONAL;FAMILIAR
1;29;1200;1;TECNICO;FAMILIAR
1;29;3178.5;0;TECNICO;FAMILIAR
1;29;767.18;0;PROFESIONAL;FAMILIAR
1;29;3500;0;TECNICO;FAMILIAR
1;29;1428;1;EDUCACION BASICA;FAMILIAR
1;29;5500;3;PROFESIONAL;FAMILIAR
1;29;1700;1;PROFESIONAL;FAMILIAR
1;29;1300;0;TECNICO;FAMILIAR
1;29;1931.09;1;TECNICO;FAMILIAR
1;29;767.56;0;TECNICO;FAMILIAR
1;29;2900;0;PROFESIONAL;FAMILIAR
1;29;5250;1;PROFESIONAL;PROPIA
1;29;2753;2;PROFESIONAL;FAMILIAR
1;29;1200;4;TECNICO;FAMILIAR
1;29;2300;0;PROFESIONAL;FAMILIAR
1;29;1200;0;TECNICO;PROPIA
1;29;1229.49;0;TECNICO;PROPIA
1;29;3000;1;PROFESIONAL;FAMILIAR
1;29;4000;0;PROFESIONAL;FAMILIAR
1;29;1937.08;0;TECNICO;FAMILIAR
1;29;8625;1;PROFESIONAL;PROPIA
1;29;5500;1;PROFESIONAL;FAMILIAR
1;29;2000;0;TECNICO;FAMILIAR
1;29;1300;1;PROFESIONAL;FAMILIAR
1;29;1009.31;0;EDUCACION BASICA;PROPIA
1;29;850;1;TECNICO;FAMILIAR
1;29;2282.95;0;TECNICO;PROPIA
1;29;2100;1;TECNICO;FAMILIAR
1;29;3100;1;PROFESIONAL;FAMILIAR
1;29;2000;1;PROFESIONAL;FAMILIAR
1;29;5000;1;PROFESIONAL;FAMILIAR
1;29;1200;2;TECNICO;FAMILIAR
1;29;4500;2;PROFESIONAL;FAMILIAR
1;29;1273;1;TECNICO;FAMILIAR
1;29;756.11;0;PROFESIONAL;FAMILIAR
1;29;755.8;1;TECNICO;FAMILIAR
1;29;3600;0;PROFESIONAL;FAMILIAR
1;29;9200;0;PROFESIONAL;FAMILIAR
1;29;2300;0;TECNICO;FAMILIAR
1;29;1611.24;0;TECNICO;FAMILIAR
1;29;4900;0;PROFESIONAL;ALQUILADA
1;29;1133.86;3;PROFESIONAL;FAMILIAR
1;29;1672.53;3;TECNICO;FAMILIAR
1;29;784;0;TECNICO;PROPIA
1;29;1012.86;0;TECNICO;PROPIA
1;29;4600;0;PROFESIONAL;FAMILIAR
1;29;10000;0;SUPERIOR;FAMILIAR
1;29;16305;0;PROFESIONAL;PROPIA
1;29;2800;0;PROFESIONAL;FAMILIAR
1;29;7000;1;PROFESIONAL;PROPIA
1;29;973.36;0;TECNICO;FAMILIAR
1;29;855.53;0;TECNICO;PROPIA
1;29;3500;0;PROFESIONAL;FAMILIAR
1;29;5436.73;1;PROFESIONAL;PROPIA
1;29;1400;1;PROFESIONAL;FAMILIAR
1;29;5454.69;0;SUPERIOR;FAMILIAR
1;29;12874.68;0;PROFESIONAL;FAMILIAR
1;29;2700;0;PROFESIONAL;PROPIA
1;29;957.59;1;PROFESIONAL;FAMILIAR
1;29;813;1;PROFESIONAL;FAMILIAR
1;29;3000;0;PROFESIONAL;PROPIA
1;29;1400;1;PROFESIONAL;FAMILIAR
1;29;4690;1;PROFESIONAL;FAMILIAR
1;29;1065.55;0;TECNICO;FAMILIAR
1;29;1500;1;SUPERIOR;PROPIA
1;29;2500;3;PROFESIONAL;FAMILIAR
1;29;1502.88;0;PROFESIONAL;FAMILIAR
1;29;1133.36;2;PROFESIONAL;FAMILIAR
1;29;8000;1;PROFESIONAL;FAMILIAR
1;29;1400;0;PROFESIONAL;FAMILIAR
1;29;15900;0;PROFESIONAL;PROPIA
1;29;1100;1;PROFESIONAL;PROPIA
1;29;8900;2;PROFESIONAL;FAMILIAR
1;29;2079;0;EDUCACION BASICA;FAMILIAR
1;29;3417;0;PROFESIONAL;FAMILIAR
1;29;3500;0;SUPERIOR;FAMILIAR
1;29;2331;2;PROFESIONAL;FAMILIAR
1;29;2300;0;PROFESIONAL;FAMILIAR
1;29;1241.02;0;PROFESIONAL;OTRAS
0;30;3500;4;PROFESIONAL;FAMILIAR
0;30;2100;0;PROFESIONAL;FAMILIAR
0;30;850;0;TECNICO;FAMILIAR
0;30;1163.91;0;TECNICO;FAMILIAR
0;30;18000;0;PROFESIONAL;FAMILIAR
0;30;2000;0;PROFESIONAL;FAMILIAR
0;30;2984.62;0;PROFESIONAL;FAMILIAR
0;30;2319.21;3;TECNICO;FAMILIAR
0;30;3000;0;PROFESIONAL;FAMILIAR
0;30;2208;1;TECNICO;PROPIA
0;30;4061;2;TECNICO;PROPIA
0;30;4500;1;PROFESIONAL;PROPIA
0;30;1916.59;2;PROFESIONAL;FAMILIAR
0;30;3337.2;0;PROFESIONAL;PROPIA
0;30;3500;0;PROFESIONAL;FAMILIAR
0;30;2700;0;PROFESIONAL;PROPIA
0;30;2300;0;TECNICO;FAMILIAR
0;30;8000;1;PROFESIONAL;FAMILIAR
0;30;9500;0;PROFESIONAL;FAMILIAR
0;30;2160.44;1;PROFESIONAL;FAMILIAR
0;30;17000;0;PROFESIONAL;FAMILIAR
0;30;5500;1;PROFESIONAL;FAMILIAR
0;30;2422.65;4;SUPERIOR;FAMILIAR
0;30;3000;0;PROFESIONAL;FAMILIAR
0;30;2422.65;4;SUPERIOR;FAMILIAR
0;30;15246;0;PROFESIONAL;PROPIA
0;30;1269.52;0;TECNICO;FAMILIAR
0;30;2200;0;PROFESIONAL;FAMILIAR
0;30;3300;1;PROFESIONAL;FAMILIAR
0;30;3000;0;PROFESIONAL;FAMILIAR
0;30;3550;1;PROFESIONAL;FAMILIAR
0;30;7500;0;PROFESIONAL;PROPIA
0;30;5160;0;PROFESIONAL;FAMILIAR
0;30;7500;0;PROFESIONAL;ALQUILADA
0;30;1500;0;PROFESIONAL;PROPIA
0;30;4500;0;TECNICO;PROPIA
0;30;8000;1;PROFESIONAL;FAMILIAR
0;30;9600;0;PROFESIONAL;FAMILIAR
0;30;5000;0;PROFESIONAL;FAMILIAR
0;30;10500;0;SUPERIOR;PROPIA
0;30;5300;0;PROFESIONAL;FAMILIAR
1;30;2000;0;PROFESIONAL;FAMILIAR
1;30;15926;1;EDUCACION BASICA;FAMILIAR
1;30;15926;1;EDUCACION BASICA;FAMILIAR
1;30;1500;0;TECNICO;FAMILIAR
1;30;1201.86;0;TECNICO;FAMILIAR
1;30;1000;0;PROFESIONAL;FAMILIAR
1;30;1900;0;PROFESIONAL;FAMILIAR
1;30;11200;1;PROFESIONAL;ALQUILADA
1;30;1122;1;PROFESIONAL;FAMILIAR
1;30;2150;1;TECNICO;FAMILIAR
1;30;2486.41;0;TECNICO;PROPIA
1;30;2900;0;PROFESIONAL;FAMILIAR
1;30;1600;0;PROFESIONAL;FAMILIAR
1;30;750;0;TECNICO;FAMILIAR
1;30;894.65;0;TECNICO;FAMILIAR
1;30;3540.79;4;PROFESIONAL;FAMILIAR
1;30;3540.79;4;PROFESIONAL;FAMILIAR
1;30;1400;1;PROFESIONAL;FAMILIAR
1;30;790;0;TECNICO;FAMILIAR
1;30;1800;0;TECNICO;FAMILIAR
1;30;715;1;TECNICO;FAMILIAR
1;30;850;1;EDUCACION BASICA;FAMILIAR
1;30;5300;1;PROFESIONAL;FAMILIAR
1;30;6000;0;TECNICO;FAMILIAR
1;30;2833.55;2;TECNICO;FAMILIAR
1;30;4000;1;PROFESIONAL;FAMILIAR
1;30;3350;0;PROFESIONAL;FAMILIAR
1;30;1600;0;PROFESIONAL;FAMILIAR
1;30;2250;1;PROFESIONAL;FAMILIAR
1;30;6000;2;PROFESIONAL;FAMILIAR
1;30;1410.61;0;TECNICO;FAMILIAR
1;30;1468.04;0;TECNICO;OTRAS
1;30;8979;3;EDUCACION BASICA;FAMILIAR
1;30;4000;0;PROFESIONAL;FAMILIAR
1;30;3500;0;PROFESIONAL;FAMILIAR
1;30;800;1;TECNICO;FAMILIAR
1;30;2300;0;TECNICO;FAMILIAR
1;30;2800;3;TECNICO;FAMILIAR
1;30;1200;1;TECNICO;FAMILIAR
1;30;2900;0;PROFESIONAL;FAMILIAR
1;30;2900;0;PROFESIONAL;FAMILIAR
1;30;3100;0;PROFESIONAL;FAMILIAR
1;30;2800;1;TECNICO;FAMILIAR
1;30;1000;0;TECNICO;FAMILIAR
1;30;800;0;TECNICO;FAMILIAR
1;30;4766;0;PROFESIONAL;FAMILIAR
1;30;2014;1;PROFESIONAL;PROPIA
1;30;18000;0;PROFESIONAL;FAMILIAR
1;30;2500;0;PROFESIONAL;FAMILIAR
1;30;5522;1;PROFESIONAL;FAMILIAR
1;30;1729;4;TECNICO;FAMILIAR
1;30;2315;2;PROFESIONAL;PROPIA
1;30;3200;0;PROFESIONAL;FAMILIAR
1;30;3200;0;PROFESIONAL;FAMILIAR
1;30;800;0;TECNICO;FAMILIAR
1;30;3000;1;TECNICO;FAMILIAR
1;30;6700;0;PROFESIONAL;FAMILIAR
1;30;2200;1;PROFESIONAL;FAMILIAR
1;30;4000;1;PROFESIONAL;PROPIA
1;30;2000;0;PROFESIONAL;FAMILIAR
1;30;1800;0;PROFESIONAL;FAMILIAR
1;30;2000;1;PROFESIONAL;FAMILIAR
1;30;9100;0;PROFESIONAL;FAMILIAR
1;30;3600;1;PROFESIONAL;PROPIA
1;30;1110.88;0;TECNICO;FAMILIAR
1;30;2000;0;TECNICO;FAMILIAR
1;30;932.59;0;TECNICO;PROPIA
1;30;700;4;SUPERIOR;FAMILIAR
1;30;3500;2;PROFESIONAL;FAMILIAR
1;30;950;0;TECNICO;FAMILIAR
1;30;800;0;TECNICO;FAMILIAR
1;30;2100;4;PROFESIONAL;FAMILIAR
1;30;1200;0;TECNICO;FAMILIAR
1;30;7000;0;EDUCACION BASICA;FAMILIAR
1;30;1650;1;TECNICO;PROPIA
1;30;3500;0;PROFESIONAL;FAMILIAR
1;30;3000;2;PROFESIONAL;PROPIA
1;30;4200;2;PROFESIONAL;FAMILIAR
1;30;3350;1;PROFESIONAL;FAMILIAR
1;30;2940;0;PROFESIONAL;PROPIA
1;30;19630;1;PROFESIONAL;PROPIA
1;30;752;1;PROFESIONAL;PROPIA
1;30;1400;0;TECNICO;FAMILIAR
1;30;2249.35;0;SUPERIOR;FAMILIAR
1;30;3200;2;SUPERIOR;FAMILIAR
1;30;2500;1;PROFESIONAL;FAMILIAR
1;30;2655;0;PROFESIONAL;PROPIA
1;30;700;1;PROFESIONAL;FAMILIAR
1;30;2000;1;TECNICO;FAMILIAR
1;30;4300;1;PROFESIONAL;FAMILIAR
1;30;1300;1;PROFESIONAL;FAMILIAR
1;30;814.31;0;SUPERIOR;FAMILIAR
1;30;2350;2;PROFESIONAL;PROPIA
1;30;1381;0;TECNICO;PROPIA
1;30;794.45;0;TECNICO;FAMILIAR
1;30;2700;0;PROFESIONAL;FAMILIAR
1;30;800;0;PROFESIONAL;FAMILIAR
1;30;13830;0;PROFESIONAL;FAMILIAR
1;30;20166;0;PROFESIONAL;FAMILIAR
1;30;2800;0;TECNICO;FAMILIAR
1;30;3289.5;4;PROFESIONAL;FAMILIAR
1;30;2000;0;TECNICO;PROPIA
1;30;870;1;PROFESIONAL;FAMILIAR
1;30;2180;2;PROFESIONAL;FAMILIAR
1;30;600;1;PROFESIONAL;FAMILIAR
1;30;4000;0;PROFESIONAL;PROPIA
1;30;12876;0;PROFESIONAL;FAMILIAR
1;30;8500;3;PROFESIONAL;FAMILIAR
0;31;1300;0;SUPERIOR;FAMILIAR
0;31;2100;0;TECNICO;FAMILIAR
0;31;908.5;0;TECNICO;FAMILIAR
0;31;1500;0;TECNICO;FAMILIAR
0;31;900;0;TECNICO;PROPIA
0;31;1300;1;TECNICO;FAMILIAR
0;31;1350;0;TECNICO;FAMILIAR
0;31;3500;1;TECNICO;PROPIA
0;31;1698.2;1;PROFESIONAL;FAMILIAR
0;31;6600;3;PROFESIONAL;FAMILIAR
0;31;1789.14;0;TECNICO;FAMILIAR
0;31;2000;0;PROFESIONAL;FAMILIAR
0;31;5500;1;PROFESIONAL;FAMILIAR
0;31;2000;1;PROFESIONAL;FAMILIAR
0;31;2300;1;PROFESIONAL;FAMILIAR
0;31;1554.85;0;TECNICO;FAMILIAR
0;31;3500;1;TECNICO;FAMILIAR
0;31;5396.35;0;PROFESIONAL;PROPIA
0;31;1500;0;TECNICO;FAMILIAR
0;31;937.67;0;TECNICO;FAMILIAR
0;31;7189;1;PROFESIONAL;PROPIA
0;31;1000;0;TECNICO;FAMILIAR
0;31;3600;0;PROFESIONAL;FAMILIAR
0;31;2926.52;0;TECNICO;FAMILIAR
0;31;2500;0;PROFESIONAL;FAMILIAR
0;31;1050.81;0;TECNICO;FAMILIAR
0;31;3000;0;TECNICO;FAMILIAR
0;31;7506;1;PROFESIONAL;FAMILIAR
0;31;30000;0;PROFESIONAL;FAMILIAR
0;31;1111.64;0;PROFESIONAL;FAMILIAR
0;31;8300;0;PROFESIONAL;FAMILIAR
0;31;6321.32;0;PROFESIONAL;FAMILIAR
0;31;11220;0;PROFESIONAL;FAMILIAR
0;31;3960;0;PROFESIONAL;FAMILIAR
0;31;6400;1;PROFESIONAL;FAMILIAR
0;31;9500;0;PROFESIONAL;PROPIA
0;31;1800;1;PROFESIONAL;PROPIA
0;31;6031;0;TECNICO;PROPIA
0;31;3410;0;PROFESIONAL;FAMILIAR
0;31;7679;0;PROFESIONAL;FAMILIAR
0;31;19500;0;PROFESIONAL;PROPIA
0;31;3900;2;PROFESIONAL;FAMILIAR
0;31;2100;0;PROFESIONAL;FAMILIAR
1;31;733;1;PROFESIONAL;FAMILIAR
1;31;900;0;TECNICO;FAMILIAR
1;31;682.43;0;TECNICO;FAMILIAR
1;31;1800;1;TECNICO;PROPIA
1;31;900;0;TECNICO;FAMILIAR
1;31;2237.79;0;TECNICO;FAMILIAR
1;31;1000;1;TECNICO;FAMILIAR
1;31;1200;0;PROFESIONAL;FAMILIAR
1;31;2400;2;TECNICO;FAMILIAR
1;31;2123.29;1;TECNICO;FAMILIAR
1;31;1365.64;0;TECNICO;FAMILIAR
1;31;6800;0;PROFESIONAL;FAMILIAR
1;31;6800;0;PROFESIONAL;FAMILIAR
1;31;1364.9;1;TECNICO;FAMILIAR
1;31;1699.17;0;TECNICO;FAMILIAR
1;31;1131.76;4;PROFESIONAL;FAMILIAR
1;31;2270;0;PROFESIONAL;FAMILIAR
1;31;2200;0;PROFESIONAL;FAMILIAR
1;31;838.64;1;TECNICO;FAMILIAR
1;31;1500;0;SUPERIOR;FAMILIAR
1;31;734.39;0;TECNICO;FAMILIAR
1;31;3300.33;0;PROFESIONAL;ALQUILADA
1;31;2500;1;PROFESIONAL;FAMILIAR
1;31;800;1;TECNICO;FAMILIAR
1;31;2100;3;TECNICO;FAMILIAR
1;31;1800;0;TECNICO;FAMILIAR
1;31;1500;2;PROFESIONAL;FAMILIAR
1;31;1800;2;PROFESIONAL;FAMILIAR
1;31;1144.34;0;EDUCACION BASICA;FAMILIAR
1;31;13500;4;PROFESIONAL;FAMILIAR
1;31;1586.86;1;TECNICO;FAMILIAR
1;31;1600;2;SUPERIOR;FAMILIAR
1;31;1580;0;TECNICO;PROPIA
1;31;3517;0;PROFESIONAL;FAMILIAR
1;31;2000;0;TECNICO;PROPIA
1;31;2600;0;TECNICO;FAMILIAR
1;31;2110.89;0;EDUCACION BASICA;FAMILIAR
1;31;4342;1;TECNICO;PROPIA
1;31;3500;4;PROFESIONAL;FAMILIAR
1;31;800;2;TECNICO;FAMILIAR
1;31;744.16;2;TECNICO;FAMILIAR
1;31;2681;3;TECNICO;FAMILIAR
1;31;966;2;TECNICO;PROPIA
1;31;1500;0;TECNICO;PROPIA
1;31;4800;1;PROFESIONAL;FAMILIAR
1;31;2200;0;PROFESIONAL;FAMILIAR
1;31;148;1;PROFESIONAL;PROPIA
1;31;799.77;0;TECNICO;PROPIA
1;31;848.75;1;TECNICO;FAMILIAR
1;31;4500;0;PROFESIONAL;FAMILIAR
1;31;1338;0;TECNICO;FAMILIAR
1;31;2100;0;PROFESIONAL;FAMILIAR
1;31;1200;1;PROFESIONAL;FAMILIAR
1;31;1441.01;1;SUPERIOR;PROPIA
1;31;6600;0;TECNICO;FAMILIAR
1;31;1900;0;SUPERIOR;FAMILIAR
1;31;665.9;1;TECNICO;FAMILIAR
1;31;5536;2;PROFESIONAL;FAMILIAR
1;31;1198.03;2;TECNICO;PROPIA
1;31;1500;1;PROFESIONAL;FAMILIAR
1;31;1400;0;PROFESIONAL;PROPIA
1;31;5000;1;PROFESIONAL;FAMILIAR
1;31;4000;4;PROFESIONAL;FAMILIAR
1;31;3123.76;1;TECNICO;PROPIA
1;31;2745.97;0;PROFESIONAL;FAMILIAR
1;31;1200;0;PROFESIONAL;FAMILIAR
1;31;4890;0;PROFESIONAL;FAMILIAR
1;31;2195;1;PROFESIONAL;FAMILIAR
1;31;2000;2;PROFESIONAL;FAMILIAR
1;31;2800;0;PROFESIONAL;FAMILIAR
1;31;1300;1;PROFESIONAL;FAMILIAR
1;31;4050;2;PROFESIONAL;PROPIA
1;31;950;3;SUPERIOR;PROPIA
1;31;1050;2;TECNICO;FAMILIAR
1;31;3200;0;TECNICO;FAMILIAR
1;31;2345.37;1;TECNICO;FAMILIAR
1;31;3156;2;PROFESIONAL;PROPIA
1;31;1015.7;0;TECNICO;FAMILIAR
1;31;1237.93;0;PROFESIONAL;FAMILIAR
1;31;2800;0;PROFESIONAL;FAMILIAR
1;31;5313.45;0;TECNICO;FAMILIAR
1;31;600;0;PROFESIONAL;FAMILIAR
1;31;12500;0;PROFESIONAL;OTRAS
1;31;4800;0;PROFESIONAL;FAMILIAR
1;31;1200;0;PROFESIONAL;FAMILIAR
1;31;10000;1;PROFESIONAL;PROPIA
1;31;2100;1;PROFESIONAL;FAMILIAR
1;31;4000;0;PROFESIONAL;FAMILIAR
1;31;1198.8;0;PROFESIONAL;FAMILIAR
1;31;1047.74;0;PROFESIONAL;FAMILIAR
1;31;4800;2;PROFESIONAL;FAMILIAR
0;32;1779.79;0;TECNICO;FAMILIAR
0;32;940.79;0;TECNICO;FAMILIAR
0;32;1950;0;TECNICO;FAMILIAR
0;32;4500;0;EDUCACION BASICA;FAMILIAR
0;32;1000;0;TECNICO;FAMILIAR
0;32;964.17;1;TECNICO;FAMILIAR
0;32;13000;0;PROFESIONAL;FAMILIAR
0;32;1680;2;SUPERIOR;FAMILIAR
0;32;961.34;1;TECNICO;FAMILIAR
0;32;9000;0;PROFESIONAL;FAMILIAR
0;32;894.65;0;TECNICO;FAMILIAR
0;32;1300;0;TECNICO;FAMILIAR
0;32;2000.74;0;TECNICO;FAMILIAR
0;32;6800;1;PROFESIONAL;FAMILIAR
0;32;4000;1;PROFESIONAL;FAMILIAR
0;32;1124.85;0;TECNICO;FAMILIAR
0;32;1173.6;1;TECNICO;FAMILIAR
0;32;5203;1;PROFESIONAL;PROPIA
0;32;4238.25;1;TECNICO;PROPIA
0;32;3800;0;PROFESIONAL;FAMILIAR
0;32;2058.82;0;PROFESIONAL;FAMILIAR
0;32;5254;1;PROFESIONAL;PROPIA
0;32;2100;0;PROFESIONAL;FAMILIAR
0;32;2100;2;PROFESIONAL;FAMILIAR
0;32;1500;0;PROFESIONAL;FAMILIAR
0;32;5462.77;1;PROFESIONAL;FAMILIAR
0;32;3555;1;PROFESIONAL;FAMILIAR
0;32;1214.66;0;PROFESIONAL;FAMILIAR
0;32;2546;0;PROFESIONAL;PROPIA
0;32;3000;1;PROFESIONAL;FAMILIAR
0;32;5000;0;PROFESIONAL;FAMILIAR
0;32;2900;1;PROFESIONAL;FAMILIAR
0;32;1500;1;TECNICO;PROPIA
0;32;4355;1;TECNICO;FAMILIAR
0;32;8000;0;PROFESIONAL;PROPIA
0;32;1609.8;0;PROFESIONAL;FAMILIAR
0;32;2800;0;TECNICO;FAMILIAR
0;32;4500;0;PROFESIONAL;FAMILIAR
0;32;3314.41;0;PROFESIONAL;FAMILIAR
0;32;3760;0;PROFESIONAL;FAMILIAR
0;32;4000;1;TECNICO;FAMILIAR
0;32;10500;0;PROFESIONAL;FAMILIAR
0;32;15820;0;PROFESIONAL;FAMILIAR
0;32;6031;1;TECNICO;PROPIA
0;32;5000;0;PROFESIONAL;FAMILIAR
0;32;7500;0;PROFESIONAL;FAMILIAR
1;32;2000;0;TECNICO;FAMILIAR
1;32;1400;0;TECNICO;FAMILIAR
1;32;2050;2;TECNICO;PROPIA
1;32;1500;0;TECNICO;FAMILIAR
1;32;1231.56;0;TECNICO;FAMILIAR
1;32;2000;3;TECNICO;PROPIA
1;32;7000;2;TECNICO;FAMILIAR
1;32;788.47;0;TECNICO;FAMILIAR
1;32;9030;1;TECNICO;PROPIA
1;32;1040.6;0;TECNICO;FAMILIAR
1;32;1174;1;TECNICO;PROPIA
1;32;1089.51;0;TECNICO;FAMILIAR
1;32;950;0;TECNICO;FAMILIAR
1;32;1200;0;TECNICO;FAMILIAR
1;32;2050;0;PROFESIONAL;FAMILIAR
1;32;1600;0;TECNICO;FAMILIAR
1;32;700;0;TECNICO;FAMILIAR
1;32;3200;0;PROFESIONAL;FAMILIAR
1;32;1200;0;TECNICO;FAMILIAR
1;32;781.97;0;TECNICO;PROPIA
1;32;2613.41;4;PROFESIONAL;FAMILIAR
1;32;1000;2;EDUCACION BASICA;FAMILIAR
1;32;600;0;TECNICO;FAMILIAR
1;32;3500;1;PROFESIONAL;FAMILIAR
1;32;1175.66;2;TECNICO;FAMILIAR
1;32;900;0;EDUCACION BASICA;PROPIA
1;32;3800;2;PROFESIONAL;FAMILIAR
1;32;4228;0;SUPERIOR;FAMILIAR
1;32;1185.65;0;EDUCACION BASICA;PROPIA
1;32;2000;1;TECNICO;FAMILIAR
1;32;1300;1;PROFESIONAL;FAMILIAR
1;32;2000;4;PROFESIONAL;FAMILIAR
1;32;2100;1;TECNICO;FAMILIAR
1;32;5960.25;0;PROFESIONAL;FAMILIAR
1;32;2400;1;PROFESIONAL;FAMILIAR
1;32;3025;1;PROFESIONAL;FAMILIAR
1;32;910.72;0;TECNICO;FAMILIAR
